Sentiment,Review
2,"Great tasting, authentic Mexican food! I ordered the 12"" burrito with pork that was tender beyond belief. 
The rice and beans were on point as well! 


The staff were also very friendly and I look forward to supporting this local business again :)"
0,"Recommended:
Veal marsala with penne

Ok:
Shrimp and scallops in wine sauce

Meh:
Roasted bell peppers. They're ok, but the quantity makes no sense unless you have a group to share with.

This type of food is really not my thing. A bit too straight forward and bland.

The food is simple Italian, but not special. The veal was well seasoned but a bit chewy. Still it was better than the shrimp and scallops dish, which contained small scallops and shrimp which seemed overcooked or reheated.

Olive oil and vinegar bottles are covered with corks which are very greasy. I have no idea how these could possibly be clean. Your fingers get dirty at minimum.

For the price, I expect higher quality or at least more interesting food.

Service was a bit absent at times, but passable overall. They only have one credit card machine, which created a bottleneck of a few minutes. It didn't matter this night, but if you have a time constraint, it is not a fast meal. The waiter explained and apologized, at least."
0,"Very spacious restaurant, a bonus for downtown foodies. 
The location used to be a bank, so the architecture inside is unique, interesting, and stunning.
(Be sure to visit washrooms and vaults in the bsmt.) 

The menu is not typical Italian, which was a bit disappointing for my group of 7, and they're not open to substitutions for dietary / halal purposes. 

Our server was very insistent about what we should and shouldn't apply cheese to, a quick suggestion would've been nice - but then let ppl eat how they want to!

Food was a bit bland, although their tomato sauce tastes fresh and authentic. The fresh cut hot peppers they bring to the table saved our meals. 
*Be prepared to cut the uncooked basil on the Margherita pizza yourself ‍ it's just placed uncooked in the center.  

Desserts are a different story, very nice presentation and the taste was even better! The Tiramisu & Creme Caramel were a nice end to a mehh unexciting lunch. 

Not a lot of veggie/salad/vegan options for those who have medical / religious restrictions. 
But if you're into fusion menus and meat in everything  - this is definitely a great place to go for that."
0,"We ordered three pasta dishes all of them were mediocre; lobster, vongole and octopus. Lacking flavor and pasta overcooked. Very skimpy on the seafood. Fail. Never again. Not worth the calories. Very disappointed and I'm a carb/pasta whore."
0,"Went there on a Sat night at 6pm for dinner before a movie.  
On the plus side the service was reasonably good.  
On the minus side:
1. The prices were much higher than the menu on their website.  This was misleading.
2. The food was small in both flavour and quantity.  

There are far better Mexican restaurants in the area."
2,"My top tacos place in Toronto now!  After having some killer authentic tacos in Chicago I've been lamenting my inability to find the same flavor closer to home. Hacienda las Americas has now saved the day!

You know that the food is gonna be good when you are served water in a Tequila bottle and even better that the fish tacos were on special that night! We got baja fish, al pastor, carnitas and beef tacos. Each was absolutely delicious and bursting with flavor. Basically you can do no wrong whatever you choose.

We warned that the place isn't fancy or upscale, more a local tacos joint that the neighborhood seems to hang out at. At one point some water started dripping onto our table from above. We weren't even phased, just switched tables and kept eating (they were that good)."
1,"Were the tacos good? Definitely. Pescado, beef and pork with pineapple, all solid choices with two homemade tortillas each. 

The people were pleasant, though not overly friendly. 

Its cash only, that in my book makes things difficult. 

The wait is long, I had to wait (I was told) 25-30 mins for three tacos. To me they just need to sort out their process to get through orders faster. I understand you have one big order before me and you want to be authentic, but there must be efficiencies.

Maybe if you offered like chips while I wait it would smooth things out for me.

It's delicious and authentic like I said, but not sure I'd wait another 30 mins for tacos."
0,"Just prepared that you may wait more than 50 mins for food serving. i came here twice. each time me and my friends will waiting more than 50 mins for food after we ordered. no matter how many customers in here. they are always very slow. even fried rice, they will take that long.

And the fried rice. Are not totally sauced... even it took 50 mins to make."
0,"Tried to go here for our anniversary. No one acknowledged us at the door for quite a while. When the gentleman finally asked for how many and we answered three, he told us 5 min. There were several open tables, not sure why we had to wait, especially since I'm visibly disabled. 

There was one table for two available at the front, and we watched him futz with it and add a third placemat to an already crowded table. When he motioned us over (he didn't come get us, just beckoned) I had to try to explain to him that this table was not suitable as my leg wouldn't fit. He said it was for three. I asked if we could have a four top. He said none were available. I tried again to explain that I'm handicapped and wouldn't fit at this tiny table. 

Let me be clear, there were other available tables, but they were 6 tops, and he didn't want to lose the seats. I offered to wait for a four top but he said he couldn't tell me how long that would be. 

So we left. So much for hospitality. He was rude and dismissive and I won't waste the drive again. We went next door to the seafood restaurant. It was fabulous."
2,"If you have a love for anything Spanish (Cuban/Mexican) than this little spot will warm your heart instantly, transporting you back in time to your last visit to either of these countries with an intimate patio, unique versions of Mojitos & some kick-ass taco's or burritos! We came here to celebrate a very special day, a turning point in my life. I'll definitely be back, I loved the atmosphere & the staff were friendly & that's a great testament to the overall great customer service that I love! Well done Chula!"
2,"My bf and I decided to come to this Mexican restaurant to celebrate his birthday after reading such good reviews about the tacos - and we can now confirm they taste just as good as they look! 

We started with the chips and guacamole (which was more than plentiful for 2 people and was super fresh!) and Dave's Margaritas to wash it all down. For tacos, they come in a set of 3, and we opted for the Short Rib Brisket Crispy Tacos, Baja Style Fish Tacos, and the Al Pastor Tacos. The Short Rib and Baja Fish Tacos were by far our favourites of the 3. The Short Rib was tender, juicy, flavourful and served with guac, pico de gallo and cotija cheese on a crispy corn tortilla that had a layer of melted cheese at the base. YUM! The Baja Fish tacos (served with fresh lime and cabbage slaw) were also equally delicious and we fell in love with the batter. If you love a good fish taco, these are the ones to get!

Since we both love pineapple we knew we had to get the Al Pastor tacos, however, we were disappointed when our tacos did not arrive with the roasted pineapple as listed on the menu (but instead a slice of mandarin?). While the pork was flavourful, it was our least favourite of the three... and we were really looking forward to the pineapple!

For dessert, we got the Churro Poutine, which for $10 was a bit pricey for 3 small churros. Served in a cup with caramel sauce and marshmellow curds (we opted out of the marshmellow), they were perfectly fried and warm with a soft center and crisp cinnamon-sugar outside. Definitely satisfied our sweet tooth!

It's a small restaurant so plan ahead and make a reservation! Our server was super friendly and service was quick. Plus, the tacos were seriously some of our favourites we've had - you can't go wrong."
0,"Had an appointment across the street so I saw this Mexican place and decided to try it out. It's very nicely decorated -- vibrant colours, a mural, and lots of Mexican decor. 

I decided to go with a veggie burrito as I am vegetarian, which came up to $9 flat. I was told at the cash that it's 10% off if you pay with cash (not sure if that's an everyday thing but at least I know for next time). Anyways, I was served right away and I was in and out within five minutes I'd say. The burrito itself was not the greatest--pretty bland compared to other veggie burritos I've eaten (and I eat a lot of them lol). I've also never had a burrito with broccoli, cauliflower and carrots in it so this was a first for me . Honestly tasted like I had some type of Asian stirfry in my burrito which really threw me off. Guacamole is supposed to be included but I couldn't even taste it . To be honest I didn't finish a quarter the burrito because I just didn't enjoy it at all. A piece of the cauliflower actually fell on the ground by accident there was a bunch of pigeons around me that really enjoyed it lol  

Would I come back? Probably not. If I was in the area I'd be open to trying something else on the menu because I see a lot of great reviews but I don't see myself ever coming out of my way to come here again."
0,"I recently checked out Hotopia with my friend because we wanted to try their sichuan pickled flavour fish soup.  You can choose different kinds of fish like basa fish.  We ended up with Tilapia.  The pot that came was big enough for 2 to 3 people.  My friend and I didn't manage to finish the pot.  The soup was actually pretty good.  It was more sour than spicy, but I liked the mix of flavours.  The Tilapia unfortunately was overly filled with bones.  I was surprised by this.  The staff didn't caution us about the bones, so we ended up spending the evening spitting them out, which was not my idea of an enjoyable meal.  
Maybe there is an alternative without bones.  I would like to go back and check out other dishes on the menu.  It's a fairly new restaurant, and was pretty packed when we were there.  But service was prompt."
1,"I ordered a cappuccino with lenticchie while my friend ordered the mushroom bruschetta and panna cotta. I sampled her food as well so I will share my thoughts.

Cappuccino was okay. It was a nice and quick pick me up after work. Lenticchie was average.The lentils were flavoured with crispy salami, pachino tomatoes and zucchini. I couldn't taste the zucchini but the rest was nicely flavoured.

Mushroom bruschetta and panna cotta was Michu better in comparison. Mushroom bruschetta was nice and crunchy. The mushrooms were flavoured nicely and brought out a lot of its natural flavours. The panna cotta has a citrusy taste and a really great summer treat!

Servers were quick to refill waters and to check if we were doing okay. Price point is fairly high for what we ordered but will come back to try the pasta."
1,"2.5 stars but rounds up to 3. Okay tacos but nothing special. Al pastor was dry and lacked flavor.  Service was friendly and very quick (tacos came in less than 3 minutes after ordering).  Frozen margs we're good, though. 

Tinga Tacos: 3/5
Al Pastor Tacos: 2/5
Mango Margarita: 4/5"
2,"I had a fried fish taco ($4.95) and tortilla chips ($3.75) here and they were delicious.  I was with my husband and a group of friends, so I think among all of us we tried every single taco they offer.  Note that they only have 1 vegetarian option (and no vegan options on the menu, although you may be able to make a special request).  Luckily the vegetarian option is vegetables wrapped in crispy cheese, and the one vegetarian in our group loves cheese, lol.  

The fish in my taco was crispy on the outside and soft and flaky on the inside.  It was battered and fried, but didn't taste overly greasy.  The fish was on top of shredded cabbage, and a green creamy sauce was drizzled on top.  

Chips were crispy and didn't taste like they came out of a bag. I liked the creamy avocado dipping sauce they came with, but would have appreciated a more mainstream salsa as well, lol (you know, like the one with cut up tomatoes). 

Can't wait to try their other tacos.

This location is in The Annex Food Hall."
0,"First of all, let's be clear. Growing up in Asia, I have tasted the best of the best! So I'm not easily impressed by Chinese restaurants overseas. Lai Wah Heen came with rave reviews by Canadians, so I thought I'd check it out and see how it measured up to restaurants in Singapore and Hong Kong.

Verdict - Lai Wah Heen, which is supposedly 5-star here in Toronto, has dim sum that any 3-star restaurants in Singapore (eg. Mid-tier Wah Lok would win hands down) and Hong Kong can easily beat.

The presentation was nice. The taste profile of some of their offerings were decent, but there was only ONE stand-out dish that wowed - and that was the lava custard buns, which were flawlessly executed.

My biggest complaint was the skin on the steamed dumplings. The skin was too thick (especially the lobster dumpling) and chewing through it was laborious.

Overall, it's not worth the price."
1,"I went for an early dinner and there was one other couple in the restaurant. It slowly picked up with large and noisey families. The good was good. Wontons were a bit greasy but fresh. Dumplings were great. Hate asking for red wine vinegar when I visit dim sum restaurants, as I did here, just leave a bottle on the table next to the soy sauce. Sticky rice was hot but lacked much flavour. No refills on soft drinks. Host was great, server was OK. Nicely decorated room"
1,"For such a charming looking restaurant with high ratings, I had big hopes for Nodo. I loved the decor and set up, which I describe as a rustic boho chic. However, the food fell short of expectations and did not taste very authentic at all. I ordered the tradition gnocchi recommend by our server, it was so so. My friend had better luck with the fish. We shared the tiramisu for dessert, but that was also underwhelming and we only ate a quarter of it. The portions are fairly large if that helps."
1,"Another month has come and gone and here we are in the heart of Toronto just doing our thing. We've walked by Artisan Plus many time and we finally gave it a try. This place was buzzing with people around the lunch hour however the wait for a table for two wasn't very long. We waited may be 5 mins.

As this was our first visit we wanted to try a few of the appetizers and different noodles dishes. As such for the apps, we ordered the Artisan Pork Jia Mo which is handcraft artisan bread with chopped braised pork belly and gravy. The braised pork belly was quite tasty however it did get quite messy because of the gravy. We also tried the Shuan Tofu Sheet which was made of fresh tofu sheet mixed with bean sprouts, shredded red pepper, scallion, gourmet chilli, peanut and sesame sauce. This dish had the very slightest numbing spice. However this dish was slightly on the oily side and the tofu sheet were too long.

For our mains, I tried the Famous Yo Po Biang Mian which was ribbon noodle, sauteed tomato, scramble egg, cauliflower, potato, carrot, organic cloud ear mushroom, edamame, grilled zucchini, paparika, and vinegrette. The ribbon noodle was super long which made eating the noodle slightly difficult. However the flavours were different and interesting. Nothing that really made my taste buds dance. There was no numbing spice to this dish. However if you don't eat spicy on a regular basis I wouldn't recommend this dish. My husband tried the Wok Cumin Che Mian with Spring Lamb. Surprisingly the Lamb wasn't super gamey. Again the noodles were all super long and the flavour was okay. However, I still want to try their noodle soup one day. 

The service was on the ball. The waitress was always around in case you needed them. Than again the restaurant wasn't super large. There were probably around 40 seats."
1,"Came for dinner on a Friday night with a girlfriend before a night out. Your typical downtown core restaurant. The vibe is casual because it's near the CN Tower, Skydome & ACC; everyone's in their game gear & it's really loud inside.

Service is fine, nothing really stood out to me - pretty standard job. It took a bit longer than I'd hoped for our food to come out, but it was kind of busy since the jays game was starting/ending. We were also really hungry while waiting, so it might've felt longer.

The food tasted pretty good! I got a seafood linguine, even though I don't normally like to work for my food but the mussels were awesome. I got an okay portion size - slightly lacking in noodles, but my friend got the egg yolk carbonara and it was actually so small, I felt bad. I don't really think it was worth the price of the dish because of the small sizes.

Overall, I probably wouldn't come back. There are better places to get pasta that might be just a bit farther of a walk."
2,"Decided to try a new Mexican restaurant and came across Chula. When we arrived we looked for a spot on the patio for 3 people, the wait was about 45 minutes as the patio is quite small. There was lots of room on the inside but we wanted to enjoy the summer air. After we were seated the server came over and explained the menu, Our party ordered the enchiladas, the shrimp tacos and the fundido dip and the burrito bowl as recommended by other yelpers. The most memorable dish was the enchiladas and the fundido dip. The burrito bowl was a bit bland tasting for us and we felt like it needed a bit more flavor as for the tacos as well. The fundido dip was loaded with cheese and no complaints about that, the Shrimp tacos also lacked a bit of flavor and was only sub par. Overall the patio experience was great ! The service could be picked up a little as some things were slow like receiving the bill, but otherwise great little Mexican restaurant."
1,"Lee Chen is an upscale chinese restaurant in the core of the downtown area. Unlike the more dingy (or more authentic) restaurants on Spadina, Lee Chen is carefully decorated and has more catered service. It is the kind of place you bring your in-laws for family dinners and not your friends after a night out. It is deceptively large since it spans the full basement level of the building, so it is easy to find seating.

Expect to find the usual Americanized Chinese dishes here, with flavors that are catered to the general population. Don't expect to find the more 'exotic' dishes or the sharp flavors that Chinese cuisine has to offer."
0,"2.5 stars. Nice casual ambiance. The tasting menu is around $190 for two, after tax and tip. I was let down by the food. They have a tendency of using very strong flavours that were overwhelming and competing with each other.

For instance, the pea dumpling had black truffle, bone marrow, and bacon. I wish I could have tasted the pea filling and bone marrow more because that was quite delicious, but it was overpowered by the more dominant flavours.

The wontons in sweet chili sauce was my least favourite dish. It was way too sweet (desensitized my tasting buds for the next dish), and the wonton wrappers mushy and falling apart.

The tacos were doused in aioli and it made the whole thing just taste like spicy mayo.

The fresh leaf wrap was very good and texturally interesting.

I didn't think the tofu ""cheese"" Caprese salad was anything special, but the tomatos were nicely peeled to soak in the dashi.

The smoked duck is a smart menu item because it can be prepared ahead of time and has a longer shelf life, can be served cold (well it was served cold to us so I assume that's intentional). The downside is that the fat is not rendered at all. and cold duck fat can be very rubbery. The skin was also unpleasant. It was not similar to a duck prosciutto where the fat is tasty and thinly sliced. The purple potato mash was very boring.

The ""famous fried rice"" tasted purely of black truffle oil, so if you like truffle you'll enjoy this. Thankfully there were no other competing flavous. I didn't think it was special. I think dousing things in truffle oil is a bit of a copout.

Our server was very nice, but he was quite busy. We had to wait a long time for water sometimes, and the sparking water cups are so tiny that I was constantly running out. No  pitcher or bottle for the table. Time between dishes is also long.

Overall I don't regret coming here, but I'm not sure if I'd come back. The value for the quality of food was not worth it for me. It certainly was interesting to try once."
2,"Delicious tacos with a great variety. Prices are reasonable $$ 
Place is small but great for dates or groups. Awesome tacos and try the churros they are epic.
I prefer this location vs John street."
1,"This place is definitely overrated and way too crowded.

You'll have to wait over an hour to get seated at one of the restaurants and although the food is more affordable than most Italian restaurants in the city, the wait isn't worth it.

If you go, just grab a few slices of the pizza from the  counter along with a bottle of wine, grab a seat and enjoy that.

I'll only be going back to get cheeses and cold cuts from the market ad this was exceptional."
1,"Super average food with inflated prices. It's a small place so you have to make reservations even on a week night. 
The veggie pasta that I got (linguine with cream sauce and mushrooms) costed me 20 bucks without tax. The pasta was al dente which I liked but lacked much flavour. The portion size on the other hand was big. 
The calamari was also around $20 but was well cooked. I just wish we got more pieces :( They charred it nicely but by the time it made it to our table it was cold. 
The sever talked super fast but was friendly and happy. Not sure if I will return because I wasn't impressed with anything!"
2,"Love the authentic Mexican food here!  Had tried all their dishes, I keep coming back.  My favourite on the menu are the cactus which is hard to find anywhere else in Toronto (it might be a bit spicy for some, they don't have non-spicy option when I asked).

Note the limited seating area which is close to the door.  For this reason I usually only come here when the weather is good (not too hot and not too cold).  Can also do take out but it's best to eat in while it's still fresh."
1,"Eating at Eataly is a mission and a half. 
Starting with the half mission, parking. Looking for public parking or street parking was a disaster. Found out after, I could have parked at the Manulife centre and received a 2 hour parking voucher if $50 was spent at Eataly, located upstairs, which was validated by reception, located on the main level. Yes, that's the process. Wild. 

That was the half mission - on to the full mission. In addition to navigating to find Eataly from the streets, you'll have to navigate to the Manulife Centre then up to the second floor. Here, you'll have to navigate through hoards of people, waiting in line or casually roaming around. Once you've done a full walk and decided where to eat, it's another 1-2 hour wait for a table at your desired restaurant. Tip. Do it the reverse way. Go to the restaurant and make your reservation THEN roam around. 

Finally, on to the food review. 
I chose La Piazza. Three items. 

Mozzarella ball. This was 4/5. It was soft and fresh as expected. Sprinkled with olive oil and salt. 

Mushroom pizza. 2/5. Basic pizza. I know. While consuming, I had a feeling I've had better at a mom and pop local pizza shop.

Penne. 3/5. Average. Nothing special to say. It was al dente - which was advertise. 

Verdict. Would I return? No. So much hype for no reason. Crowded beyond belief. 

However, if you made it this far, please try the cannoli - it made the trip worth it. They offered classic cow milk. They do offer the traditional sheep milk, it's definitely an acquired taste. These were 5/5.

I also forgot to mention. Eataly does offer fresh pasta and the freshest vegetables I have ever seen."
1,"Good food and unique flavours but found it a bit pricey for whats it worth. Came here on a Sunday evening to a somewhat empty restaurant that filled up slowly throughout the night. Dishes were flavourful but expensive. The portions are also quite small so if you want to fill up, you'll need to spend quite a bit. I may personally struggle a bit with fusion Chinese restaurants as I often find similarily tasty food for significantly cheaper in traditional restaurants. 

Worth a try but I won't be a regular!"
1,"My friend and I decided on Mexican food for dinner and this popped up as nearby where we were at the time, Yorkville/Annex area. As we walked in, immediately we're greeted and seated in a tight space for 2. The menu was explained to us and water was given, then we were left for a few minutes to decide. 

We decided on salsa fresca & chips, chicken enchiladas suizas and short rib emmoladas along with a bottle each of corona and negra cervezas.

Salsa fresca and chips arrived first, the tomato salsa was delicious, the morita chile seemed to have been grilled before it was mashed together with tomatoes and red onions and went well with the crispy chips. (If you come for anything at all, this would be it and definitely skip the guac as it didn't seem appetizing.)

My friend and I shared the chicken enchiladas suizas and short rib emmoladas, while tasty, I could've gotten it somewhere else for cheaper. 

Because of how tight the space is, I was able to look around at what the other dinners ordered and the the tacos seemed to be more popular, so will have to come back and try those.

We also ordered alfajores, which at $8 for 2 was just meh."
2,"The menu is simple and the atmosphere has good vibes. Casual but hip decor. And gender neutral bathrooms. Street style tacos, cafeteria style dining, and self service sauce bar.

You order and pay at the front, take your table flag, and they bring the food to you.

We tried the Mexican corn and 3 of their tacos. The Mexican corn had a nice amount of seasoning and a very good presence of lime. Tart and flavourful, with a slight kick. 

The carne asada was my favourite. It has a good flavour and in my opinion embodies the essence of what the standard beef taco should taste like. 

The al pastor had meat which was very juicy, and the pineapple provides a good bit of sweet and tang to help cut through the tortilla. Although the meat was juicy, the taco itself was very dry in the mouth. But a little extra lime, and it was a more enjoyable experience.

The unoriginal had a nice flavour, but it wasn't memorable enough for me to note anything other than ""its chicken, and it tastes pretty good""

Overall a good place for a quick bite or a meetup with a few drinks. If you go, make sure to stock up on extra lime."
0,"This place use to be good, but not anymore. The tacos tasted the same, hardly any chicken was found in my ""chicken burrito,"" and $11.95 + tax for a few SMALL pieces of calamari. I won't be returning."
1,"I reallyyyy wanted to like this place, I was truly excited to try it. 
The ambiance, the decor and the service were all great. But the food was just average for me. 

I really loved the caffè con zabaglione (espresso with sweet italian custard ) It was honestly the highlight of our meal. The Italian Custard gave it a wonderful sweet taste, similarly to how coffee with bailey's would taste. 

Unfortunately they didn't have many Gluten Free options or Vegetarian options, but we managed. 

I ordered the strapazzate dish (pulled mixed farm eggs, burrata & black truffles ) While to some it might seem like a delicate egg dish, to me, it tasted quite bland and lacked flavour. There was essentially no seasoning in the egg. All you tasted was plain egg with burrata cheese. 

I might come back here for a pastry and a coffee, but not for a meal"
2,"Had a chicken burrito here and thought it was amazing! Not too filling, not too empty, just the right spice level, meat and condiments were quite flavorful and the pita itself was just the right firmness. Definitely a recommendation for anyone feeling like a burrito on a Saturday night!"
1,"After many friends had recommended this place, I decided to try it. Honestly, it was pretty overrated. The tortillas weren't great, and the guac was just alright. Glad I tried it because the place is cool, but the food is pretty forgettable."
2,"Went here for dinner while traveling through Toronto one weekend. 
First of all, great food & drinks. 
Not your typical Mexican restaurant, this place is definitely hipster/trendy. There are two tables of outdoor seating right as you walk into the restaurant off the street (very cute) and the rest of the seating is far back into the restaurant with booth and long share-table seats. Loved the vibe/interior. One taco ranges from $5-7USD. 

Food: I ordered the Cod taco as well as the fried chicken taco, both were delicious. The tacos are a little pricey BUT they are hearty, like they don't skimp on the fillings. For our appetizers we ordered the chips + 3 dips & chicken wings. Not sure what seasonings they put on their chips, but it was SO good that we ended up ordering another round! 
Drinks: get their sangria (my fave: Tangerine Guava Róse Sangria) omg...bomb AF! It's dangerous. 

Parking: street parking. We ended up parking about a block away. Traffic in the area is not very good, especially if it's at peak hours...
Great place, would definitely come back next time I'm in town!"
1,"3.5. Actually. We were attempting to visit the Seven Lives Pop Up on Bloor, but the door was locked on Friday night at 7pm. We had seen the sandwich board for Los Guaca Moles on the street and decided that fate wanted us to visit this place instead. 

They were insanely busy during the dinner rush and we sat at the bar for a while waiting while the two staff who were running the bar and the floor got caught up. I have no problem with slow service as long as they keep the drinks coming. They were also apologetic and thanked us for our patience. 

We ordered the Guacamole with crickets which was a decent size and there was nothing wrong with the chips despite what other reviewers have said. The bartender brought us some nice habernero sauce that had a wonderful spice that sneaks up on you. The Pulpo Tostadas were bit too sweet for me. The octopus was tender, but the sauce ruined the flavour a bit for me. I aded more habernero sauce and they were better.

Tacos were loaded with fillings. The fish was dusted in cornmeal and cooked to soft perfection. Chorizo was interesting and quite good, but I""ll confess I only ordered it because they didn't have the liver taco available. The Lengua (tongue) taco was my favourite and reminded me of Mexico. 

There were also a few items going out that looked really delicious and unique to the restaurant. I'd love to go back and try out. 

Overall, I think Los Guaca Moles may be going through a few growing pains, but this leaves more room for them to grow! I'd go back and give them another go. The atmosphere was fun and intimate without being too crowded and I'd love to check out their cozy patio on a warmer night."
0,I came here and had a short male server with a buzz cut and glasses that was very rude.
0,"I really wanted to like this place. I've had it bookmarked for ages as I love Italian food but I don't go downtown often so I saved it for a day when I was in the area. 
Anyways that day finally came and I went for my favourite Margarita pizza. But the excitement fizzled as soon as I saw my food. It looked sad. The crust looked crispy but when I bite into it, it was doughy and almost underdone. There was very little ingredients on the pizza and dough to ingredient ration was seriously off. I'm thinking I probably just went at the wrong time on the wrong day but still.... I've literally been waiting over a year to try this place with rad reviews. Honestly disappointed. I didn't even finish it."
1,"I would rate this place a 3.5.  The decor was greatly outdated.  The food was tasty Mexican food, nothing wrong with anything my table got.  Just be weary, if you're not into spice make sure you know what you're ordering with the waiter.  The pictures everyone has posted is exactly what we got.

In terms of the service, it was a one man show.  I get what other reviews mean about the service.  This older gentleman (maybe owner?) took the orders, showed people to their seats, bused the tables, refilled water, etc.  He did everything 2-3 waiters would do.  No surprise that getting his attention would be difficult.  We had no issues with the service.  

FYI, if your mouth is on fire from the chorizo or other spicy sauces, Hollywood Gelato is only a few buildings north."
1,"2.5/5 stars. Delicious gourmet tacos, but pricey.

Food: 4/5. Everything I tried was delicious. We started with chips + 3 dips which I would highly recommend.  It came with tomato salsa, corn salsa and guacamole. I also really enjoyed the flavour of my tacos. I got:

- Achiote Chicken. My least favourite but still decent. 
- Crispy Cotija. Basically fried cheese, which you can never go wrong with. 
- Carnita. Pork taco with amazing fixings. This was my absolute favourite. 

We also got a pitcher of one of their daily special drinks, which was a pineapple beer. The glass came rimmed with HEAPS of salt which everyone at my table hated - salt & beer? 


Service & Atmosphere: 2.5/5. Loud & dark space. Hipster in style. Server was nice but visited our table very rarely. There were 5 of us at the table being billed separately. All of our bills were out of order. I had a taco missing from my bill, which got added on to someone else's bill, etc. When we tried to say something to the server she just handed us the debit machine. We ended up figuring out her billing mistakes ourselves and paid each other back the appropriate amounts. 


Value for Money: 2/5. This is where it really falls flat for me. Each MINI taco is about $6.00 each. They can be finished in 2 bites. That's ~$3.00 per bite. They are mini tacos too so you'll need a few of them to feel satisfied."
0,"This restaurant was formerly known as ""Sichuan Garden Restaurant"" and re-opened last year as ""Ten Miles B.B.Q"".  After reading positive reviews about their Dan Dan Noodles and Sichuan cuisine I popped in alone for a quick lunch.  I was greeted with a very confusing menu.   I wanted to order a few sides, but was advised by the server that my selections were too small. She did not suggest any alternatives.  All of the multiple small plates seem to have only one ingredient and no options for combination dishes like a mixed vegetable platter. I am happy to pay more for more content, but $12 for just bok choy? $6 for one small skewer of basic mushrooms? had to call her over twice until she finally helped me narrow it down to Dan Dan Noodles and a mushroom pot. I was hungry and desperate to order anything at this point.  THEY GAVE ME THE BILL BEFORE THE FOOD ARRIVED.  The Dan Dan Noodles were tasty, but after that the server and kitchen staff seemed to prioritize take out orders over mine.  At about 45 mins + from when I walked I had to flag two servers to ask about the mushroom pot I had ordered.  The kitchen staff had only just started the dish! At that point I paid for what I had eaten and walked out.    If you want UNHELPFUL ,SLOW & UNATTENTIVE servers and kitchen staff that (prioritize Uber Eats orders over sit down guests) and don't own up to their mess ups than you might enjoy this restaurant.  I myself will NEVER RETURN.  There are thousands of restaurants in the GTA. DON'T WASTE YOUR TIME OR MONEY on this one! P.S. The management was non-existent. P.P.S. THEY GAVE ME THE BILL BEFORE I HAD EVEN RECEIVED THE FOOD!"
2,"What a great place! Small place but all the food is amazing. Very authentic. Great tacos & sauces. Service is great! The guacamole was delicious, the salsas fresh & full of taste."
0,Cockroaches running around.  This place is very dirty and the food isn't nice.  I would not recommend unless you are asking for a stomach ache.
2,Freaking delicious!!! We had the burritos al pastor and words really can't describe the feeling in my mouth. The rice was perfect and the meat was well marinated. I would highly recommend this place
1,Super expensive for small portions. Good wait staff and very friendly. Better off going to Barburrito not even gonna lie.
2,"I liked it! Came here for dinner with my hubby and we tried sopes for the first time. Sopes is like a taco, but the tortilla is much thicker, I think there's a base of mole sauce spread on it, and there's a lot more meat and veggies piled on. We got 6 different types and I'd say my favourite ones were the chorizo and carnitas (good call by the server who recommended this to us)! Also, it was 3 for $12 so came at a great price. The place is simple yet clean, location is convenient to get to (Bathurst and College, across Sneaky Dees), and the service is knowledgeable and prompt. If I'm in the mood for this type of food, I wouldn't hesitate to come back."
1,"Bar Buca was on my Bookmark list for brunch for a long time. Their egg skillet pictures impressed me. We didn't come sooner because my husband prefers a simple brunch menu which comes with eggs, bacon, sausage, ham, toast and salad. So, I had waited for a while until today.  

This afternoon I had trouble choosing which restaurant to have brunch at. We decided when it was 2 pm. Luckily, their brunch time is until 4 pm. So, we came to try out their eggs!  

FOOD (3.75/5)

- LA GRANDE COLAZIONE ($16). The dish comes with two hen's eggs, Italian sweet peppers salad (pepronata) and flatbread (tigella) . We saw the picture of the dish with FENNEL SAUSAGES on Yelp. It interested us and we both wanted to try it. However, I couldn't order the same dish as my husband did. I wanted to try something else also. I had a bite though (sigh). The sausage was small. It wasn't enough for two people lol. 

- UOVA CROCCANTI ($14). The dish came with three crispy duck eggs and topped with Buffalo Ricotta (cheese) and Pesto Genovese. The eggs and cheese were very flavourful. If you like cheese, you will love this. I'm not a big fan of buffalo ricotta. I like the taste but the smell was too strong for me. 

DRINK (4/5) 
We had Latte Macchiato ($3.95) and Americano ($2.90). Both were good. We love coffee. 

SERVICE (3/5)
I don't' really want o say that the service is mediocre. There are many reviews say that their services are great. Maybe it wasn't my day. My server was alright. She answered what I asked for but not really what I wanted. It was my first time and I wanted her to explain to us more about the menu and recommend us what the signature dishes are or what the most popular ones. We also don't know Italian! She said something. Short, and that was it! I could catch that those first few items on Salato section were salad and the half on the bottom were egg dishes, I guess. lol, I was disappointed! I was so excited at the beginning becuase I finally had a chance to come to try the brunch menu at Bar Buca. She just turned everything upside down. - -""

OVERALL (3.75/5)
The place was nice. The host was friendly. I love their eggs but I expect a bit more on their egg skillet and their service for the price. Would I come back again? I still want to try other dishes but I am concerned about their service.  We'll see!"
